type,elev_high,Sport Type,start_date,total_elevation_gain,Activity Name,distance,elev_low,start_latlng,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
root='Ride',1429.790072,Ride,2019-08-17 21:31:17+00:00,40.6,Sprint,3450.9,412.1,"(44.217288, -85.407834)",Cadillac,Michigan,US,0.54,0.266404208,0.806404208,1390.91,0.992,0.81,2.14,133,08/17/19
root='Ride',1429.790072,Ride,2019-08-16 20:15:27+00:00,144.6,WPT - Tustin,34969.2,366.2,"(44.217287, -85.408167)",Cadillac,Michigan,US,5.43,0.9488189279999999,6.378818927999999,1315.62,0.992,6.43,21.73,474,08/16/19
root='Ride',1429.790072,Ride,2019-07-24 23:38:43+00:00,139.5,WPT - Overpass,23045.8,372.2,"(44.217447, -85.408064)",Cadillac,Michigan,US,3.58,0.91535436,4.49535436,1325.46,0.992,4.53,14.32,458,07/24/19
root='Ride',1429.790072,Ride,2019-07-29 23:07:55+00:00,62.4,Lake Cadillac,16328.0,390.9,"(44.217602, -85.408063)",Cadillac,Michigan,US,2.54,0.409448832,2.949448832,1356.14,0.992,2.97,10.15,205,07/29/19
root='Ride',1429.790072,Ride,2019-08-08 20:23:45+00:00,67.2,Lake Cadillac,16268.6,388.6,"(44.217544, -85.408112)",Cadillac,Michigan,US,2.53,0.44094489600000003,2.970944896,1352.36,0.992,2.99,10.11,220,08/08/19
root='Ride',1429.790072,Ride,2019-08-12 20:52:11+00:00,134.6,WPT - Overpass,17818.0,389.8,"(44.217556, -85.408276)",Cadillac,Michigan,US,2.77,0.883202128,3.653202128,1354.33,0.992,3.68,11.07,442,08/12/19
root='Ride',1423.228392,MountainBikeRide,2025-04-27 19:01:27+00:00,55.4,Cadillac Pathway,4131.4,405.3,"(44.267041, -85.377572)",Cadillac,Michigan,US,1.03,0.363517072,1.393517072,1376.48,0.992,1.4,2.57,182,04/27/25
root='Ride',1421.587972,Ride,2020-06-25 20:47:03+00:00,569.7,Harrietta + Hoxeyville - CCC,83835.3,331.7,"(44.233732, -85.456397)",Cadillac,Michigan,US,13.02,3.738189096,16.758189096,1254.92,0.992,16.89,52.09,1869,06/25/20
root='NordicSki',1418.635216,NordicSki,2021-01-09 19:18:34+00:00,92.6,Evergreen,8642.7,404.8,"(44.225082, -85.405681)",Cadillac,Michigan,US,5.37,0.6076115679999999,5.977611568,1373.36,0.992,6.03,5.37,304,01/09/21
root='Ride',1411.7454520000001,Ride,2020-06-11 20:59:12+00:00,372.6,Dighton Fail - CCC,40936.3,357.2,"(44.247895, -85.400089)",Cadillac,Michigan,US,6.36,2.4448819680000002,8.804881968,1291.83,0.992,8.88,25.44,1222,06/11/20
root='Ride',1392.3884959999998,MountainBikeRide,2023-07-22 15:40:46+00:00,637.0,Cuyuna ,65547.7,366.3,"(46.491378117352724, -93.95298264920712)",Crosby,Minnesota,US,16.29,4.17979016,20.46979016,1297.08,0.992,20.63,40.73,2090,07/22/23
root='NordicSki',1387.139152,NordicSki,2022-12-20 20:08:12+00:00,75.9,Cadillac Pathway ,8714.7,383.0,"(44.28279432468116, -85.33500174991786)",Cadillac,Michigan,US,5.42,0.498031512,5.918031512,1321.85,0.992,5.97,5.42,249,12/20/22
root='NordicSki',1384.842564,NordicSki,2020-12-31 21:10:50+00:00,60.1,Cadillac Pathway,5451.9,382.0,"(44.282799, -85.334905)",Cadillac,Michigan,US,3.39,0.39435696800000003,3.784356968,1319.06,0.992,3.81,3.39,197,12/31/20
root='Ride',1374.67196,MountainBikeRide,2025-04-30 17:55:41+00:00,134.7,Cadillac Pathway,17208.3,380.2,"(44.282651, -85.335271)",Cadillac,Michigan,US,4.28,0.8838582959999999,5.163858296,1311.02,0.992,5.21,10.69,442,04/30/25
root='Run',1331.364872,Run,2025-05-24 20:53:36+00:00,12.1,Afternoon Run,6742.7,393.1,"(44.222217, -85.42707)",Cadillac,Michigan,US,4.19,0.079396328,4.269396328,1310.53,0.992,4.3,4.19,40,05/24/25
root='NordicSki',1319.553848,NordicSki,2022-12-25 16:17:07+00:00,39.2,Cadillac Pathway ,6615.2,383.0,"(44.28265292197466, -85.3349828068167)",Cadillac,Michigan,US,4.11,0.257217856,4.367217856,1288.06,0.992,4.4,4.11,129,12/25/22
root='Run',1317.913428,Run,2024-09-06 11:29:37+00:00,11.5,Lake Cadillac,11353.6,392.4,"(44.233364732936025, -85.41685245931149)",Cadillac,Michigan,US,7.05,0.07545932000000001,7.12545932,1302.66,0.992,7.18,7.05,38,09/06/24
root='Run',1316.273008,Run,2025-05-30 20:59:10+00:00,13.2,Lake Cadillac,11603.6,392.7,"(44.233295, -85.416685)",Cadillac,Michigan,US,7.21,0.086614176,7.296614176,1302.33,0.992,7.36,7.21,43,05/30/25
root='Run',1316.273008,Run,2025-05-21 16:59:06+00:00,10.9,Lake Cadillac,11400.3,392.7,"(44.233309, -85.416752)",Cadillac,Michigan,US,7.08,0.071522312,7.151522312,1302.33,0.992,7.21,7.08,36,05/21/25
root='Run',1306.758572,Run,2020-08-16 12:15:39+00:00,41.4,Half Marathon with Jess,21486.7,391.7,"(44.237585, -85.454688)",Cadillac,Michigan,US,13.35,0.271653552,13.621653552,1295.93,0.992,13.73,13.35,136,08/16/20
root='Run',1306.430488,Run,2019-12-23 21:30:04+00:00,0.0,Afternoon Run,2394.8,392.9,"(44.233644, -85.416585)",Cadillac,Michigan,US,1.49,0.0,1.49,1297.74,0.992,1.5,1.49,0,12/23/19
root='Hike',1297.57222,Hike,2025-05-22 20:14:08+00:00,6.2,Afternoon Hike,3988.1,392.0,"(44.239915, -85.453824)",Cadillac,Michigan,US,1.86,0.040682416000000006,1.9006824160000002,1291.83,0.992,1.92,2.48,20,05/22/25
root='Hike',1296.916052,Hike,2024-12-23 20:50:29+00:00,7.6,Heritage Trail,4679.1,392.2,"(44.239161, -85.45463)",Cadillac,Michigan,US,2.18,0.049868767999999994,2.2298687680000002,1291.83,0.992,2.25,2.91,25,12/23/24
root='Hike',1295.9318,Hike,2021-12-25 16:55:52+00:00,6.0,Heritage Trail,3783.0,391.7,"(44.24039404839277, -85.45315297320485)",Cadillac,Michigan,US,1.76,0.03937008,1.79937008,1290.52,0.992,1.81,2.35,20,12/25/21
root='NordicSki',1295.6037159999998,NordicSki,2022-12-24 20:29:30+00:00,5.7,Heritage Trail,3930.3,391.8,"(44.23995416611433, -85.45399912633002)",Cadillac,Michigan,US,2.44,0.037401576,2.477401576,1290.52,0.992,2.5,2.44,19,12/24/22
root='NordicSki',1293.307128,NordicSki,2024-12-24 19:35:21+00:00,0.0,Heritage Trail,5039.6,392.1,"(44.245655, -85.446306)",Cadillac,Michigan,US,3.13,0.0,3.13,1289.86,0.992,3.16,3.13,0,12/24/24
root='NordicSki',1293.307128,NordicSki,2024-12-25 18:17:36+00:00,0.0,Heritage Trail,5302.8,392.2,"(44.245553, -85.446292)",Cadillac,Michigan,US,3.3,0.0,3.3,1290.03,0.992,3.33,3.3,0,12/25/24
root='AlpineSki',1293.307128,AlpineSki,2024-12-17 15:21:13+00:00,4264.5,The Highlands,55746.4,235.7,"(45.469025, -84.935662)",Harbor Springs,Michigan,US,34.64,13.99114218,48.63114218,1033.3,0.992,49.02,34.64,13991,12/17/24
root='Ride',1285.105028,Ride,2023-07-01 14:51:41+00:00,828.2,Durand,46034.6,214.5,"(44.628820829093456, -91.96739763021469)",Durand,Wisconsin,US,7.15,5.434383376,12.584383376000002,994.42,0.992,12.69,28.6,2717,07/01/23
root='NordicSki',1270.341248,NordicSki,2022-12-29 16:07:30+00:00,8.2,Cadillac Pathway ,4628.4,383.0,"(44.28281368687749, -85.33501474186778)",Cadillac,Michigan,US,2.88,0.05380577599999999,2.933805776,1263.45,0.992,2.96,2.88,27,12/29/22
root='NordicSki',1235.8924279999999,NordicSki,2021-01-13 17:15:00+00:00,227.3,Mount Bohemia,8691.2,240.9,"(47.388035, -88.020728)",Eagle River,Michigan,US,5.4,1.4914698640000001,6.891469864,1013.12,0.992,6.95,5.4,746,01/13/21
root='Ride',1161.7454440000001,GravelRide,2023-08-11 19:32:56+00:00,835.0,Red Wing,51924.8,226.1,"(44.55425885505974, -92.49019118025899)",Red Wing,Minnesota,US,10.75,5.4790028,16.2290028,951.77,0.992,16.36,32.26,2740,08/11/23
root='AlpineSki',1152.559092,AlpineSki,2024-12-26 14:30:53+00:00,4334.0,Boyne,59187.2,218.5,"(45.164133, -84.93161)",Boyne City,Michigan,US,36.78,14.21916056,50.99916056,934.71,0.992,51.41,36.78,14219,12/26/24
root='Ride',1151.57484,Ride,2025-07-25 00:33:32+00:00,801.0,Lake Sammamish + Zoo Climb,62877.1,5.2,"(47.584706, -122.189511)",Newport,Washington,US,9.77,5.25590568,15.02590568,584.32,0.992,15.15,39.07,2628,07/25/25
root='Hike',1149.6063359999998,Hike,2021-01-14 21:47:45+00:00,130.9,Gratiot Lake Overlook,1911.0,229.3,"(47.363741, -88.132402)",Eagle River,Michigan,US,0.89,0.8589239120000001,1.748923912,950.95,0.992,1.76,1.19,429,01/14/21
root='Ride',1146.325496,Ride,2024-07-11 00:05:21+00:00,824.9,Lake Sammamish + Zoo Climb,75149.5,8.5,"(47.66392062418163, -122.30634684674442)",Seattle,Washington,US,11.67,5.412729832,17.082729832,587.11,0.992,17.22,46.7,2706,07/11/24
root='Hike',1124.0157840000002,Hike,2020-08-22 10:44:51+00:00,582.5,Manistee River Trail Loop,33262.1,208.9,"(44.283147, -85.862668)",Baldwin,Michigan,US,15.5,3.8221786000000004,19.3221786,904.69,0.992,19.48,20.67,1911,08/22/20
root='Ride',1124.0157840000002,MountainBikeRide,2020-08-03 18:02:20+00:00,728.8,NCT - Marilla + Red Bridge,32872.3,211.4,"(44.373668, -85.839862)",Beulah,Michigan,US,8.17,4.782152384,12.952152384,908.79,0.992,13.06,20.43,2391,08/03/20
root='Hike',1123.359616,Hike,2020-12-27 14:27:07+00:00,403.5,NCT Red Bridge - Marilla ,16847.8,212.1,"(44.283968, -85.861875)",Baldwin,Michigan,US,7.85,2.64763788,10.49763788,909.61,0.992,10.58,10.47,1324,12/27/20
root='Ride',1116.141768,Ride,2025-07-17 22:16:47+00:00,339.0,Middle Fork,49292.3,135.6,"(47.491967, -121.776417)",North Bend,Washington,US,7.66,2.22440952,9.88440952,780.51,0.992,9.96,30.63,1112,07/17/25
root='Ride',1111.8766759999999,GravelRide,2021-06-12 14:31:16+00:00,1011.0,Grass Lake,137266.0,245.8,"(42.297382, -83.76729)",Ann Arbor,Michigan,US,28.43,6.63385848,35.06385848,959.15,0.992,35.35,85.29,3317,06/12/21
root='Ride',1102.034156,MountainBikeRide,2022-08-23 18:20:15+00:00,454.8,DTE,30400.6,289.3,"(42.373859, -84.078712)",Chelsea,Michigan,US,7.56,2.984252064,10.544252064,1025.59,0.992,10.63,18.89,1492,08/23/22
root='Ride',1100.065652,MountainBikeRide,2020-09-18 19:27:56+00:00,275.0,DTE,19697.3,293.0,"(42.366047, -84.088579)",Chelsea,Michigan,US,4.9,1.804462,6.704462,1030.68,0.992,6.76,12.24,902,09/18/20
root='Ride',1100.065652,MountainBikeRide,2020-10-22 18:47:58+00:00,274.9,DTE,18595.7,293.0,"(42.36595, -84.088672)",Chelsea,Michigan,US,4.62,1.8038058319999999,6.423805832,1030.68,0.992,6.48,11.55,902,10/22/20
root='Ride',1097.44098,MountainBikeRide,2021-07-14 21:52:54+00:00,422.3,DTE,33728.1,289.1,"(42.373803, -84.078713)",Chelsea,Michigan,US,8.38,2.770997464,11.150997464000001,1022.97,0.992,11.24,20.96,1385,07/14/21
root='Ride',1097.44098,MountainBikeRide,2021-06-15 21:54:05+00:00,421.9,DTE,35615.3,289.1,"(42.373787, -84.078732)",Chelsea,Michigan,US,8.85,2.7683727919999996,11.618372791999999,1022.97,0.992,11.71,22.13,1384,06/15/21
root='Ride',1097.44098,MountainBikeRide,2021-04-27 19:40:39+00:00,428.0,DTE,34283.6,289.1,"(42.373951, -84.078443)",Chelsea,Michigan,US,8.52,2.80839904,11.328399039999999,1022.97,0.992,11.42,21.3,1404,04/27/21
root='Ride',1089.566964,MountainBikeRide,2023-05-27 17:28:18+00:00,360.3,DTE,23291.2,289.7,"(42.373755, -84.078662)",Chelsea,Michigan,US,5.79,2.364173304,8.154173304,1020.01,0.992,8.22,14.47,1182,05/27/23
root='Ride',1089.566964,MountainBikeRide,2021-05-19 22:01:36+00:00,596.5,Waterloo + DTE,60171.6,278.2,"(42.365945, -84.088917)",Chelsea,Michigan,US,13.0,3.91404212,16.91404212,1001.15,0.992,17.05,37.39,1957,05/19/21
root='Ride',1086.614208,MountainBikeRide,2021-04-17 16:27:47+00:00,331.5,DTE,20510.5,289.1,"(42.379867, -84.077967)",Chelsea,Michigan,US,5.1,2.17519692,7.275196919999999,1017.55,0.992,7.33,12.74,1088,04/17/21
root='Ride',1084.973788,Ride,2024-08-04 18:02:38+00:00,535.5,Middle Fork,79320.8,27.7,"(47.5713256560266, -121.8881612084806)",Fall City,Washington,US,12.32,3.51377964,15.83377964,587.93,0.992,15.96,49.29,1757,08/04/24
root='Ride',1082.6772,MountainBikeRide,2022-05-02 19:57:23+00:00,315.0,DTE,27306.1,289.3,"(42.373825, -84.078629)",Chelsea,Michigan,US,6.79,2.0669292,8.8569292,1015.91,0.992,8.93,16.97,1033,05/02/22
root='Ride',1077.099772,MountainBikeRide,2020-10-03 16:50:42+00:00,271.8,DTE,21265.0,289.0,"(42.373935, -84.078589)",Chelsea,Michigan,US,5.29,1.783464624,7.073464624,1012.63,0.992,7.13,13.21,892,10/03/20
root='Ride',1077.099772,MountainBikeRide,2020-09-03 19:51:15+00:00,312.1,DTE,27890.3,289.0,"(42.373888, -84.078651)",Chelsea,Michigan,US,6.93,2.0479003280000003,8.977900328,1012.63,0.992,9.05,17.33,1024,09/03/20
root='Ride',1077.099772,MountainBikeRide,2020-08-29 16:48:31+00:00,281.1,DTE,21511.2,289.0,"(42.374351, -84.07776)",Chelsea,Michigan,US,5.35,1.8444882480000002,7.194488248,1012.63,0.992,7.25,13.37,922,08/29/20
root='Ride',1075.459352,MountainBikeRide,2023-07-04 16:10:21+00:00,180.2,Lebanon Hills,14506.0,278.3,"(44.78197, -93.187913)",Eagan,Minnesota,US,3.61,1.182414736,4.792414736,994.26,0.992,4.83,9.01,591,07/04/23
root='Ride',1074.4750999999999,Ride,2020-08-04 16:31:18+00:00,723.8,Leelanau County,106910.0,177.4,"(44.793535, -85.645689)",Greilickville,Michigan,US,16.61,4.749343984,21.359343984,828.25,0.992,21.53,66.43,2375,08/04/20
root='Ride',1070.210008,MountainBikeRide,2025-05-27 16:05:45+00:00,371.5,Palmer Woods,20583.6,227.7,"(44.892729, -85.915085)",Leland,Michigan,US,5.12,2.43766412,7.55766412,908.63,0.992,7.62,12.79,1219,05/27/25
root='Ride',1054.133892,Ride,2021-03-09 15:27:03+00:00,623.9,Waterloop,94721.1,235.5,"(42.297268, -83.720392)",Ann Arbor,Michigan,US,14.71,4.093832152,18.803832152000002,913.39,0.992,18.96,58.86,2047,03/09/21
root='Ride',1053.8058079999998,Ride,2020-09-06 18:20:23+00:00,460.0,Chelsea,70572.5,231.7,"(42.297203, -83.720651)",Ann Arbor,Michigan,US,10.96,3.0183728000000003,13.9783728,906.99,0.992,14.09,43.85,1509,09/06/20
root='Ride',1052.8215559999999,Ride,2022-04-24 16:50:42+00:00,246.6,Dexter,45046.9,237.2,"(42.26902808994055, -83.73976472765207)",Ann Arbor,Michigan,US,7.0,1.6181102879999998,8.618110288,915.52,0.992,8.69,27.99,809,04/24/22
root='Ride',1052.8215559999999,GravelRide,2022-09-10 14:02:37+00:00,303.0,West Ann Arbor,42902.0,251.6,"(42.269108, -83.739931)",Ann Arbor,Michigan,US,8.89,1.98818904,10.87818904,939.14,0.992,10.97,26.66,994,09/10/22
root='Ride',1051.8373040000001,Ride,2021-08-26 15:14:00+00:00,298.1,Dexter,45784.8,241.8,"(42.268927, -83.739994)",Ann Arbor,Michigan,US,7.11,1.9560368080000001,9.066036808,922.57,0.992,9.14,28.45,978,08/26/21
root='Ride',1051.8373040000001,GravelRide,2021-08-14 15:13:41+00:00,788.1,Pleasant Lake,107485.0,247.3,"(42.269043, -83.73985)",Ann Arbor,Michigan,US,22.26,5.171260008,27.431260008000002,931.59,0.992,27.65,66.79,2586,08/14/21
root='Ride',1051.8373040000001,GravelRide,2021-09-01 16:48:56+00:00,205.9,West Ann Arbor,30090.9,251.5,"(42.269066, -83.739856)",Ann Arbor,Michigan,US,6.23,1.351049912,7.581049912,938.48,0.992,7.64,18.7,676,09/01/21
root='Ride',1051.8373040000001,Ride,2021-04-08 12:45:29+00:00,303.7,Dexter,49369.3,235.5,"(42.297217, -83.72048)",Ann Arbor,Michigan,US,7.67,1.992782216,9.662782216,912.24,0.992,9.74,30.68,996,04/08/21
root='Ride',1050.853052,Ride,2020-10-09 19:22:26+00:00,668.9,Waterloop ,94075.2,235.1,"(42.297199, -83.720619)",Ann Arbor,Michigan,US,14.61,4.389107752,18.999107752,911.09,0.992,19.15,58.46,2195,10/09/20
root='Ride',1047.244128,MountainBikeRide,2025-05-29 14:56:12+00:00,754.0,Arcadia Dunes,42410.4,196.6,"(44.526039, -86.214415)",Frankfort,Michigan,US,10.54,4.947506720000001,15.487506719999999,846.13,0.992,15.61,26.35,2474,05/29/25
root='Ride',1041.338616,Ride,2023-06-18 18:08:06+00:00,663.5,Lake Minnetonka,84630.8,257.5,"(44.939773343503475, -93.35377749055624)",Saint Louis Park,Minnesota,US,13.15,4.35367468,17.50367468,943.08,0.992,17.64,52.59,2177,06/18/23
root='Ride',1029.199508,Ride,2020-11-09 13:46:36+00:00,616.9,Unadilla + Hell,99820.5,235.5,"(42.297255, -83.72085)",Ann Arbor,Michigan,US,15.51,4.047900392,19.557900392,900.92,0.992,19.72,62.03,2024,11/09/20
root='Ride',1029.199508,Ride,2021-07-24 19:28:05+00:00,493.4,Chelsea North,76341.4,235.5,"(42.296157, -83.721836)",Ann Arbor,Michigan,US,11.86,3.237532912,15.097532911999998,900.92,0.992,15.22,47.44,1619,07/24/21
root='Ride',1028.8714240000002,Ride,2020-09-11 13:23:56+00:00,396.7,Plymouth + Northville,67346.7,204.8,"(42.297272, -83.720628)",Ann Arbor,Michigan,US,10.46,2.603018456,13.063018456000002,850.39,0.992,13.17,41.85,1302,09/11/20
root='Ride',1028.8714240000002,Ride,2020-09-17 19:49:55+00:00,456.8,Hamburg,69668.2,236.2,"(42.297238, -83.720607)",Ann Arbor,Michigan,US,10.82,2.997375424,13.817375424,901.9,0.992,13.93,43.29,1499,09/17/20
root='Ride',1028.54334,Ride,2020-10-15 18:17:18+00:00,526.1,Chelsea North,75688.0,235.1,"(42.297059, -83.720779)",Ann Arbor,Michigan,US,11.76,3.4520998480000005,15.212099848000001,899.93,0.992,15.33,47.03,1726,10/15/20
root='Ride',1028.54334,Ride,2021-03-16 20:39:44+00:00,240.4,Whitmore Lake,46029.2,239.0,"(42.297338, -83.721245)",Ann Arbor,Michigan,US,7.15,1.5774278720000001,8.727427872,906.33,0.992,8.8,28.6,789,03/16/21
root='Ride',1028.54334,Ride,2021-04-13 16:12:07+00:00,350.4,Whitmore Lake,54751.5,230.5,"(42.297203, -83.72097)",Ann Arbor,Michigan,US,8.51,2.299212672,10.809212672,892.39,0.992,10.9,34.02,1150,04/13/21
root='Ride',1028.54334,Ride,2020-12-11 17:41:12+00:00,240.3,Whitmore Lake ,46074.1,239.0,"(42.297237, -83.720938)",Ann Arbor,Michigan,US,7.16,1.576771704,8.736771704,906.33,0.992,8.81,28.63,788,12/11/20
root='Ride',1026.246752,GravelRide,2021-07-20 21:27:10+00:00,320.2,West Ann Arbor,50964.0,259.7,"(42.233352, -83.75093)",Ann Arbor,Michigan,US,10.56,2.101049936,12.661049936000001,939.14,0.992,12.76,31.67,1051,07/20/21
root='Ride',1026.246752,Ride,2023-06-07 22:39:47+00:00,290.3,Maple Grove,65271.1,272.2,"(45.10375631041825, -93.45741393975914)",Maple Grove,Minnesota,US,10.14,1.904855704,12.044855704,959.65,0.992,12.14,40.56,952,06/07/23
root='Ride',1026.246752,GravelRide,2021-07-28 21:55:21+00:00,481.8,,77906.3,260.3,"(42.279968, -83.778191)",Ann Arbor,Michigan,US,16.14,3.161417424,19.301417424,940.12,0.992,19.46,48.41,1581,07/28/21
root='Ride',1024.2782479999998,GravelRide,2021-06-01 21:58:47+00:00,299.8,Tuesday Gravel Hills - AAVC,49939.8,265.6,"(42.285623, -83.839766)",Dexter,Michigan,US,10.34,1.9671916640000002,12.307191664,947.83,0.992,12.41,31.03,984,06/01/21
root='Ride',1024.2782479999998,GravelRide,2021-05-25 21:53:30+00:00,351.4,Tuesday Gravel Hills - AAVC,54599.2,265.6,"(42.285659, -83.839705)",Dexter,Michigan,US,11.31,2.305774352,13.615774352,947.83,0.992,13.73,33.93,1153,05/25/21
root='Ride',1024.2782479999998,GravelRide,2021-06-08 22:01:50+00:00,351.0,Tuesday Gravel Hills - AAVC,54819.6,265.6,"(42.285814, -83.839861)",Dexter,Michigan,US,11.35,2.30314968,13.65314968,947.83,0.992,13.76,34.06,1152,06/08/21
root='Ride',1024.2782479999998,GravelRide,2021-06-22 22:01:25+00:00,394.7,Tuesday Gravel Hills - AAVC,59513.7,265.6,"(42.285672, -83.839843)",Dexter,Michigan,US,12.33,2.589895096,14.919895096,947.83,0.992,15.04,36.98,1295,06/22/21
root='Ride',1023.62208,MountainBikeRide,2020-07-14 14:29:43+00:00,604.9,Arcadia Dunes,31806.9,264.8,"(44.526072, -86.214568)",Frankfort,Michigan,US,7.91,3.9691602319999997,11.879160232,946.19,0.992,11.97,19.76,1985,07/14/20
root='Ride',1021.98166,MountainBikeRide,2023-05-19 20:22:58+00:00,351.1,Arcadia Dunes,24772.6,185.6,"(44.526044, -86.214431)",Frankfort,Michigan,US,6.16,2.303805848,8.463805848,815.45,0.992,8.53,15.39,1152,05/19/23
root='Ride',1020.997408,MountainBikeRide,2022-05-23 19:53:31+00:00,382.5,Arcadia Dunes,23886.0,194.0,"(44.525974, -86.214404)",Frankfort,Michigan,US,5.94,2.5098426,8.4498426,828.74,0.992,8.52,14.84,1255,05/23/22
root='Ride',1012.4672240000001,Ride,2021-03-30 17:06:04+00:00,300.0,Dixboro,35466.7,229.2,"(42.297153, -83.720881)",Ann Arbor,Michigan,US,5.51,1.968504,7.478504,882.22,0.992,7.54,22.04,984,03/30/21
root='Ride',1011.8110559999999,Ride,2021-08-07 20:41:36+00:00,245.3,Dixboro,33023.4,230.5,"(42.269104, -83.739955)",Ann Arbor,Michigan,US,5.13,1.6095801040000002,6.739580104,884.02,0.992,6.79,20.52,805,08/07/21
root='Ride',1011.482972,MountainBikeRide,2021-08-17 22:33:19+00:00,473.7,Potawatomi,29965.8,269.0,"(42.415467, -83.964147)",Pinckney,Michigan,US,7.45,3.108267816,10.558267816,947.01,0.992,10.64,18.62,1554,08/17/21
root='Ride',1011.482972,MountainBikeRide,2021-05-16 19:56:45+00:00,674.2,Potawatomi,43505.9,268.4,"(42.414731, -83.964485)",Pinckney,Michigan,US,10.81,4.423884656,15.233884656,946.03,0.992,15.36,27.03,2212,05/16/21
root='Ride',1008.5302159999999,Ride,2020-11-20 19:30:46+00:00,457.6,Hamburg,68205.7,237.1,"(42.297173, -83.720716)",Ann Arbor,Michigan,US,10.6,3.002624768,13.602624768,893.21,0.992,13.71,42.38,1501,11/20/20
root='Ride',1007.21788,Ride,2023-08-09 23:03:54+00:00,246.0,Saint Paul,55254.3,231.9,"(44.93975196965039, -93.35330005735159)",Saint Louis Park,Minnesota,US,8.58,1.61417328,10.19417328,884.02,0.992,10.28,34.33,807,08/09/23
root='Ride',1007.21788,Ride,2023-07-13 22:56:00+00:00,242.0,Saint Paul,58477.1,231.8,"(44.93966546840966, -93.35389357991517)",Saint Louis Park,Minnesota,US,9.08,1.5879265599999999,10.66792656,883.86,0.992,10.75,36.34,794,07/13/23
root='Ride',1006.561712,MountainBikeRide,2020-07-25 13:52:56+00:00,430.7,Big M Challenge,28602.3,226.7,"(44.192142, -86.0666)",Manistee,Michigan,US,7.11,2.826115576,9.936115576,875.16,0.992,10.02,17.77,1413,07/25/20
root='Ride',1006.561712,MountainBikeRide,2020-05-16 15:49:43+00:00,420.3,Big M,27886.9,226.7,"(44.192961, -86.066022)",Manistee,Michigan,US,6.93,2.757874104,9.687874103999999,875.16,0.992,9.77,17.33,1379,05/16/20
root='Ride',1005.2493759999999,MountainBikeRide,2020-05-01 17:37:51+00:00,388.5,Big M,28855.4,215.0,"(44.192662, -86.066696)",Manistee,Michigan,US,7.17,2.54921268,9.71921268,855.31,0.992,9.8,17.93,1275,05/01/20
root='Run',998.687696,Run,2024-09-08 13:39:17+00:00,52.2,Scio Church,10796.8,274.7,"(42.23928742110729, -83.88125066645443)",Dexter,Michigan,US,6.71,0.34251969600000004,7.052519696,949.97,0.992,7.11,6.71,171,09/08/24
root='Ride',997.37536,Ride,2023-07-16 19:00:23+00:00,482.3,Jordan,81467.6,215.1,"(44.837968088686466, -93.37641634047031)",Edina,Minnesota,US,12.66,3.164698264,15.824698264,851.54,0.992,15.95,50.62,1582,07/16/23
root='Ride',996.719192,Ride,2021-07-01 21:56:35+00:00,373.3,Thursday Night Ride - AAVC,70056.1,235.5,"(42.309004, -83.757076)",Ann Arbor,Michigan,US,10.88,2.449475144,13.329475144,884.68,0.992,13.44,43.53,1225,07/01/21
root='Ride',996.719192,Ride,2021-06-17 21:55:16+00:00,306.2,Thursday Night Ride - AAVC ,64280.6,243.2,"(42.308977, -83.757134)",Ann Arbor,Michigan,US,9.99,2.009186416,11.999186416,897.31,0.992,12.1,39.94,1005,06/17/21
root='Ride',996.719192,Ride,2021-06-03 22:01:22+00:00,344.4,Thursday Night Ride - AAVC,65305.6,244.8,"(42.297502, -83.766119)",Ann Arbor,Michigan,US,10.14,2.259842592,12.399842592,899.93,0.992,12.5,40.58,1130,06/03/21
root='Ride',996.719192,Ride,2021-07-29 21:58:52+00:00,303.9,Thursday Night Ride - AAVC,64295.7,243.2,"(42.309143, -83.757046)",Ann Arbor,Michigan,US,9.99,1.9940945519999997,11.984094552,897.31,0.992,12.08,39.95,997,07/29/21
root='Ride',996.3911079999999,Ride,2021-08-12 21:57:38+00:00,296.0,Thursday Night Ride - AAVC,65038.4,243.1,"(42.313583, -83.76322)",Ann Arbor,Michigan,US,10.1,1.94225728,12.04225728,896.98,0.992,12.14,40.41,971,08/12/21
root='Ride',994.4226040000001,GravelRide,2020-10-13 12:29:14+00:00,265.3,Worden,41725.3,246.8,"(42.297249, -83.720423)",Ann Arbor,Michigan,US,8.64,1.7408137040000002,10.380813704000001,902.07,0.992,10.46,25.93,870,10/13/20
root='Ride',993.7664359999999,GravelRide,2021-05-28 20:20:27+00:00,282.5,Worden,48631.3,247.7,"(42.29625, -83.721799)",Ann Arbor,Michigan,US,10.07,1.8536746000000002,11.9236746,903.22,0.992,12.02,30.22,927,05/28/21
root='Ride',992.782184,GravelRide,2021-05-13 21:22:43+00:00,298.7,Pleasant Lake,37195.5,259.7,"(42.233396, -83.750863)",Ann Arbor,Michigan,US,7.7,1.959973816,9.659973816,922.41,0.992,9.74,23.11,980,05/13/21
root='Ride',992.4541,MountainBikeRide,2023-05-28 12:47:27+00:00,556.0,BLOM / Island Lake,84275.7,237.3,"(42.26873, -83.739896)",Ann Arbor,Michigan,US,18.21,3.6482940800000003,21.85829408,885.5,0.992,22.03,52.37,1824,05/28/23
