type,elev_high,Sport Type,start_date,total_elevation_gain,Activity Name,distance,elev_low,start_latlng,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
root='Run',919.2913679999999,Run,2019-12-08 03:16:27+00:00,81.0,Night Run,9532.2,232.0,"(42.294976, -83.719806)",Ann Arbor,Michigan,US,5.92,0.53149608,6.45149608,840.22,0.992,6.5,5.92,266,12/08/19
root='Run',918.307116,Run,2019-12-16 18:03:08+00:00,53.3,Afternoon Run,4847.0,232.0,"(42.294563, -83.719583)",Ann Arbor,Michigan,US,3.01,0.34973754399999996,3.3597375439999997,839.73,0.992,3.39,3.01,175,12/16/19
root='Ride',918.307116,Ride,2023-07-26 01:06:50+00:00,69.0,Greenway,30627.7,241.5,"(44.93971056304872, -93.35384555161)",Saint Louis Park,Minnesota,US,4.76,0.45275592000000003,5.21275592,855.31,0.992,5.25,19.03,226,07/26/23
root='Run',918.307116,Run,2019-12-05 22:12:19+00:00,38.9,Afternoon Run,4586.7,232.0,"(42.294718, -83.719688)",Ann Arbor,Michigan,US,2.85,0.255249352,3.105249352,839.73,0.992,3.13,2.85,128,12/05/19
root='Ride',918.307116,Ride,2023-07-20 23:57:24+00:00,135.0,Greenway + River Roads,44079.0,240.0,"(44.939690697938204, -93.35393004119396)",Saint Louis Park,Minnesota,US,6.85,0.8858268,7.7358268,852.85,0.992,7.8,27.39,443,07/20/23
root='Ride',912.401604,Ride,2023-06-29 01:13:52+00:00,73.0,Greenway,31560.5,241.7,"(44.93942817673087, -93.35266202688217)",Saint Louis Park,Minnesota,US,4.9,0.47900264,5.37900264,852.69,0.992,5.42,19.61,240,06/29/23
root='Ride',912.401604,Ride,2023-08-02 00:22:12+00:00,68.7,Greenway,30571.0,241.8,"(44.9396668933332, -93.35435936227441)",Saint Louis Park,Minnesota,US,4.75,0.450787416,5.200787416,852.85,0.992,5.24,19.0,225,08/02/23
root='Ride',912.07352,Ride,2023-06-21 00:40:39+00:00,143.7,Greenway + River Rds,47285.6,239.7,"(44.93951509706676, -93.35315681062639)",Saint Louis Park,Minnesota,US,7.35,0.9429134159999999,8.292913416,849.25,0.992,8.36,29.38,471,06/21/23
root='Ride',907.15226,GravelRide,2021-08-10 22:28:28+00:00,266.1,Cherry Hill,31264.1,227.8,"(42.26897, -83.7399)",Ann Arbor,Michigan,US,6.48,1.7460630480000003,8.226063048,827.26,0.992,8.29,19.43,873,08/10/21
root='Ride',907.15226,GravelRide,2021-08-30 13:44:40+00:00,263.2,Cherry Hill,30324.5,227.8,"(42.268867, -83.740063)",Ann Arbor,Michigan,US,6.28,1.7270341759999999,8.007034176,827.26,0.992,8.07,18.84,864,08/30/21
root='Ride',898.293992,Ride,2021-07-08 21:58:14+00:00,174.9,Thursday Night Ride - AAVC,33840.1,241.9,"(42.309037, -83.757243)",Ann Arbor,Michigan,US,5.26,1.1476378320000002,6.407637832,845.96,0.992,6.46,21.03,574,07/08/21
root='Run',893.7008159999999,Run,2023-06-09 18:42:47+00:00,23.7,Bde Maka Ska,13464.8,260.9,"(44.94671783410013, -93.31902243196964)",Saint Louis Park,Minnesota,US,8.37,0.155511816,8.525511816,874.84,0.992,8.59,8.37,78,06/09/23
root='Run',893.372732,Run,2024-12-31 13:49:50+00:00,55.7,Novi,11348.4,254.3,"(42.465159, -83.437447)",Novi,Michigan,US,7.05,0.36548557600000003,7.415485576,863.85,0.992,7.48,7.05,183,12/31/24
root='Hike',887.7953040000001,Hike,2024-03-22 21:41:16+00:00,91.8,Marymere Falls — ONP,3384.3,182.4,"(48.0580931995064, -123.78934046253562)",Sooke,British Columbia,CA,1.58,0.602362224,2.1823622240000002,743.11,0.992,2.2,2.1,301,03/22/24
root='Run',873.6876920000001,Run,2024-12-30 18:04:53+00:00,19.3,Afternoon Run,5863.9,258.0,"(42.465124, -83.437489)",Novi,Michigan,US,3.64,0.126640424,3.766640424,860.07,0.992,3.8,3.64,63,12/30/24
root='Ride',872.3753559999999,Ride,2021-08-19 21:57:50+00:00,174.7,Thursday Night Sprint Ride - AAVC ,39375.5,242.2,"(42.309071, -83.757126)",Ann Arbor,Michigan,US,6.12,1.146325496,7.266325496,833.5,0.992,7.32,24.47,573,08/19/21
root='Ride',863.1890040000001,Ride,2023-09-12 13:48:04+00:00,362.5,Old Mission Peninsula,67129.5,178.0,"(44.760503, -85.591272)",Traverse City,Michigan,US,10.43,2.378609,12.808609,723.59,0.992,12.91,41.71,1189,09/12/23
root='Hike',852.6903159999999,Hike,2023-05-04 17:41:58+00:00,245.2,Sleeping Bear Dunes,6205.4,156.9,"(44.88213392905891, -86.04253387078643)",Beulah,Michigan,US,2.89,1.608923936,4.498923936000001,683.73,0.992,4.54,3.86,804,05/04/23
root='Ride',847.112888,GravelRide,2021-04-25 13:11:53+00:00,157.8,CONE-AZALIA,60283.8,205.1,"(42.083813, -83.675117)",Milan,Michigan,US,12.49,1.035433104,13.525433104000001,760.01,0.992,13.63,37.46,518,04/25/21
root='Run',847.112888,Run,2023-06-16 21:35:18+00:00,41.8,University of Minnesota,11782.0,244.7,"(44.971980387344956, -93.22707136161625)",Lauderdale,Minnesota,US,7.32,0.27427822399999996,7.594278224,824.97,0.992,7.66,7.32,137,06/16/23
root='Hike',822.178504,Hike,2023-05-24 15:56:04+00:00,219.1,Pictured Rocks,17791.8,186.2,"(46.51951055042446, -86.46174654364586)",Munising,Michigan,US,8.29,1.437664088,9.727664088,716.54,0.992,9.81,11.06,719,05/24/23
root='Ride',780.511836,Ride,2020-07-21 21:11:22+00:00,359.3,TNR - Old Mission Peninsula,71408.3,177.7,"(44.769362, -85.588611)",Traverse City,Michigan,US,11.09,2.357611624,13.447611624,681.76,0.992,13.56,44.37,1179,07/21/20
root='Hike',702.4278439999999,Hike,2021-01-14 17:01:45+00:00,104.1,Black Creek Nature Sanctuary,6518.1,184.4,"(47.318832, -88.47238)",Laurium,Michigan,US,3.04,0.6830708879999999,3.723070888,653.71,0.992,3.75,4.05,342,01/14/21
root='Hike',652.230992,Hike,2024-10-19 19:16:29+00:00,35.3,Afternoon Hike,4128.3,177.5,"(47.85980813205242, -123.93437295220792)",Forks,Washington,US,1.92,0.23162730399999998,2.151627304,617.29,0.992,2.17,2.57,116,10/19/24
root='Hike',647.309732,Hike,2024-03-21 18:34:33+00:00,34.0,Hoh Rainforest — ONP,4068.0,177.7,"(47.86105594597757, -123.9345156121999)",Forks,Washington,US,1.9,0.22309711999999998,2.1230971199999997,615.16,0.992,2.14,2.53,112,03/21/24
root='Ride',642.060388,Ride,2024-08-10 12:58:51+00:00,1624.4,Obliteride 2024,164016.0,5.9,"(47.663885252550244, -122.30647014454007)",Seattle,Washington,US,25.48,10.658792992,36.138792992,330.71,1.0,36.14,101.91,5329,08/10/24
root='Run',622.3753479999999,Run,2024-09-10 14:30:21+00:00,34.0,Chicago Lakefront Path,20464.9,177.6,"(41.92926689051092, -87.64976221136749)",Chicago,Illinois,US,12.72,0.22309711999999998,12.943097120000001,602.53,0.992,13.05,12.72,112,09/10/24
root='Run',613.51708,Run,2024-09-15 13:37:20+00:00,42.2,20 w/ Soph,32430.7,177.0,"(41.92917242646217, -87.64981057494879)",Chicago,Illinois,US,20.15,0.276902896,20.426902895999998,597.11,0.992,20.59,20.15,138,09/15/24
root='Ride',611.87666,Ride,2023-08-30 22:22:37+00:00,49.6,Chicago Lakefront Trail,31486.0,177.7,"(41.9279018137604, -87.64475486241281)",Chicago,Illinois,US,4.89,0.32545932800000005,5.215459328,597.44,0.992,5.26,19.56,163,08/30/23
root='Ride',611.87666,Ride,2023-08-22 15:02:36+00:00,93.2,Chicago Lakefront Trail,77560.2,177.7,"(41.929595125839114, -87.64372112229466)",Chicago,Illinois,US,12.05,0.611548576,12.661548576000001,597.44,0.992,12.76,48.19,306,08/22/23
root='Run',611.87666,Run,2023-08-21 14:30:34+00:00,44.6,Chicago Lakefront Trail,26110.8,176.6,"(41.92799971438944, -87.64459510333836)",Chicago,Illinois,US,16.22,0.29265092800000003,16.512650928,595.64,0.992,16.65,16.22,146,08/21/23
root='Ride',611.87666,Ride,2023-09-01 18:46:29+00:00,85.0,Chicago Lakefront Trail,44810.1,177.3,"(41.92806291393936, -87.64463793486357)",Chicago,Illinois,US,6.96,0.5577428,7.5177428,596.78,0.992,7.58,27.84,279,09/01/23
root='Hike',611.87666,Hike,2023-09-03 17:49:44+00:00,195.3,Starved Rock State Park,12784.9,138.3,"(41.322817923501134, -88.99763502180576)",Deer Park,Illinois,US,5.96,1.2814961040000001,7.241496104,532.81,0.992,7.3,7.94,641,09/03/23
root='Run',608.923904,Run,2025-06-19 14:14:19+00:00,5.5,Morning Run,4957.6,180.0,"(41.934809, -87.650811)",Chicago,Illinois,US,3.08,0.036089239999999995,3.11608924,599.74,0.992,3.14,3.08,18,06/19/25
root='Run',606.9553999999999,Run,2025-06-15 14:43:39+00:00,5.7,Lunch Run,9239.7,179.3,"(41.934545, -87.651105)",Chicago,Illinois,US,5.74,0.037401576,5.777401576,597.61,0.992,5.82,5.74,19,06/15/25
root='Run',605.971148,Run,2024-09-12 15:22:49+00:00,9.7,Chicago Lakefront Path,11973.0,177.6,"(41.92908047698438, -87.6496546715498)",Chicago,Illinois,US,7.44,0.063648296,7.503648296000001,594.32,0.992,7.56,7.44,32,09/12/24
root='Run',604.986896,Run,2024-06-14 12:27:42+00:00,9.6,Chicago Lakefront Path,14337.6,177.5,"(41.92915624938905, -87.64977604150772)",Chicago,Illinois,US,8.91,0.062992128,8.972992128,593.67,0.992,9.05,8.91,31,06/14/24
root='Run',604.658812,Run,2025-06-14 15:07:00+00:00,18.6,Chicago Lakefront Path,24079.7,176.9,"(41.934561, -87.650469)",Chicago,Illinois,US,14.96,0.12204724800000001,15.082047248,592.52,0.992,15.2,14.96,61,06/14/25
root='Run',604.658812,Run,2025-06-18 21:15:47+00:00,13.2,Chicago Lakefront Path,18904.3,177.2,"(41.934786, -87.651058)",Chicago,Illinois,US,11.75,0.086614176,11.836614176,593.01,0.992,11.93,11.75,43,06/18/25
root='Run',604.002644,Run,2025-06-23 13:39:27+00:00,11.1,Chicago Lakefront Path,17491.9,177.2,"(41.935413, -87.649238)",Chicago,Illinois,US,10.87,0.072834648,10.942834648,592.68,0.992,11.03,10.87,36,06/23/25
root='Run',602.690308,Run,2025-05-02 12:05:05+00:00,8.8,Chicago Lakefront Path,11436.3,177.2,"(41.929137, -87.649652)",Chicago,Illinois,US,7.11,0.057742784000000005,7.1677427840000005,592.03,0.992,7.23,7.11,29,05/02/25
root='Run',602.362224,Run,2024-06-07 22:57:43+00:00,10.2,Evening Run,4884.3,177.9,"(41.92795, -87.644438)",Chicago,Illinois,US,3.03,0.066929136,3.096929136,593.01,0.992,3.12,3.03,33,06/07/24
root='Run',602.362224,Run,2024-06-13 14:57:34+00:00,5.8,Morning Run,6568.2,177.5,"(41.92912045866251, -87.64932526275516)",Chicago,Illinois,US,4.08,0.038057744,4.118057744,592.36,0.992,4.15,4.08,19,06/13/24
root='Run',602.362224,Run,2024-09-16 20:31:29+00:00,4.9,Afternoon Run,3561.5,178.6,"(41.92910629324615, -87.64964721165597)",Chicago,Illinois,US,2.21,0.032152232,2.242152232,594.16,0.992,2.26,2.21,16,09/16/24
root='Run',602.03414,Run,2024-09-09 14:58:39+00:00,9.0,Morning Run,5126.5,177.9,"(41.929144179448485, -87.64965215697885)",Chicago,Illinois,US,3.19,0.05905512,3.24905512,592.85,0.992,3.28,3.19,30,09/09/24
root='Run',602.03414,Run,2025-06-12 11:57:03+00:00,6.7,Montrose Track,15497.9,178.6,"(41.934585, -87.650887)",Chicago,Illinois,US,9.63,0.043963256,9.673963256,594.0,0.992,9.75,9.63,22,06/12/25
root='Run',601.377972,Run,2025-06-17 00:12:08+00:00,6.4,Evening Run,5236.8,177.5,"(41.934593, -87.650901)",Chicago,Illinois,US,3.25,0.041994752,3.291994752,591.86,0.992,3.32,3.25,21,06/17/25
root='Run',600.721804,Run,2025-06-17 12:56:07+00:00,2.6,Morning Run,7098.0,180.4,"(41.934604, -87.651111)",Chicago,Illinois,US,4.41,0.017060368,4.427060368,596.29,0.992,4.46,4.41,9,06/17/25
root='Run',600.39372,Run,2025-05-01 21:31:36+00:00,14.2,Chicago Lakefront Path,10565.7,177.2,"(41.932623, -87.644864)",Chicago,Illinois,US,6.57,0.093175856,6.6631758560000005,590.88,0.992,6.72,6.57,47,05/01/25
root='Run',600.39372,Run,2024-09-13 23:24:53+00:00,6.2,Evening Run,6631.9,177.9,"(41.93065476603806, -87.65009388327599)",Chicago,Illinois,US,4.12,0.040682416000000006,4.160682416,592.03,0.992,4.19,4.12,20,09/13/24
root='Ride',483.9239,Ride,2024-07-24 00:30:13+00:00,622.7,Lake Sammamish,69336.7,8.5,"(47.66394317150116, -122.30638850480318)",Seattle,Washington,US,10.77,4.085958136,14.855958136,255.91,1.0,14.86,43.08,2043,07/24/24
root='Ride',483.9239,Ride,2024-05-30 18:12:59+00:00,227.4,Redmond,22489.9,10.3,"(47.66393529251218, -122.30636914260685)",Seattle,Washington,US,3.49,1.492126032,4.982126032,258.86,1.0,4.98,13.97,746,05/30/24
root='Ride',483.9239,Ride,2024-05-18 15:53:27+00:00,438.6,Redmond + North Lake Washington,58165.5,7.9,"(47.663803, -122.306724)",Seattle,Washington,US,9.04,2.877952848,11.917952847999999,254.92,1.0,11.92,36.14,1439,05/18/24
root='Ride',469.488204,Ride,2024-10-05 15:33:12+00:00,666.0,Lake Sammamish,79174.6,5.9,"(47.66395540907979, -122.30640929192305)",Seattle,Washington,US,12.3,4.37007888,16.670078880000002,244.42,1.0,16.67,49.2,2185,10/05/24
root='Run',467.847784,TrailRun,2025-03-24 22:45:57+00:00,214.7,Cherry Creek Falls,8337.0,91.2,"(47.745656, -121.908125)",Lake Marcel-Stillwater,Washington,US,5.18,1.408792696,6.588792696,383.53,1.0,6.59,5.18,704,03/24/25
root='Ride',462.59844,Ride,2025-04-11 23:23:31+00:00,365.9,North Lake Washington,43943.2,6.6,"(47.663888, -122.306661)",Seattle,Washington,US,6.83,2.4009187119999997,9.230918712,242.13,1.0,9.23,27.31,1200,04/11/25
root='Ride',461.28610399999997,Ride,2024-03-31 20:22:50+00:00,360.8,North Lake Washington,43430.7,6.8,"(47.66399245709181, -122.30634366162121)",Seattle,Washington,US,6.75,2.3674541440000003,9.117454144,241.8,1.0,9.12,26.99,1184,03/31/24
root='Ride',461.28610399999997,Ride,2024-08-16 02:26:45+00:00,360.0,North Lake Washington,43474.2,6.9,"(47.663858179003, -122.30666980147362)",Seattle,Washington,US,6.75,2.3622048,9.1122048,241.96,1.0,9.11,27.01,1181,08/16/24
root='Ride',461.28610399999997,Ride,2024-08-29 01:41:35+00:00,360.9,North Lake Washington,43374.0,6.9,"(47.663956582546234, -122.30652898550034)",Seattle,Washington,US,6.74,2.3681103119999998,9.108110312,241.96,1.0,9.11,26.95,1184,08/29/24
root='Ride',461.28610399999997,Ride,2024-07-26 02:17:58+00:00,360.7,North Lake Washington,45924.7,6.9,"(47.66394602134824, -122.30657651089132)",Seattle,Washington,US,7.13,2.366797976,9.496797976,241.96,1.0,9.5,28.54,1183,07/26/24
root='Ride',461.28610399999997,Ride,2024-07-18 01:18:09+00:00,396.3,North Lake Washington,48773.5,6.9,"(47.66394677571952, -122.30656544677913)",Seattle,Washington,US,7.58,2.600393784,10.180393784,241.96,1.0,10.18,30.31,1300,07/18/24
root='Ride',461.28610399999997,Ride,2024-07-04 01:10:28+00:00,360.0,North Lake Washington,43433.7,6.9,"(47.66391048207879, -122.30646209791303)",Seattle,Washington,US,6.75,2.3622048,9.1122048,241.96,1.0,9.11,26.99,1181,07/04/24
root='Ride',461.28610399999997,Ride,2024-06-19 01:19:52+00:00,362.4,North Lake Washington,43707.6,6.8,"(47.66402095556259, -122.30641071684659)",Seattle,Washington,US,6.79,2.377952832,9.167952832000001,241.8,1.0,9.17,27.16,1189,06/19/24
root='Ride',461.28610399999997,Ride,2024-05-27 23:01:16+00:00,365.8,North Lake Washington,44252.5,6.8,"(47.66390352509916, -122.30635061860085)",Seattle,Washington,US,6.87,2.4002625440000003,9.270262544000001,241.8,1.0,9.27,27.5,1200,05/27/24
root='Ride',461.28610399999997,Ride,2024-05-09 16:50:57+00:00,360.4,North Lake Washington,43542.6,6.8,"(47.663902351632714, -122.30660626664758)",Seattle,Washington,US,6.76,2.364829472,9.124829472,241.8,1.0,9.12,27.06,1182,05/09/24
root='Ride',461.28610399999997,Ride,2024-08-08 01:13:24+00:00,553.0,Lake Washington,78406.7,6.9,"(47.66385122202337, -122.30667248368263)",Seattle,Washington,US,12.18,3.6286090399999997,15.80860904,241.96,1.0,15.81,48.72,1814,08/08/24
root='Ride',460.30185200000005,Ride,2023-09-30 15:51:05+00:00,338.3,North Lake Washington,48117.6,6.8,"(47.66396747902036, -122.30648464523256)",Seattle,Washington,US,7.47,2.219816344,9.689816344,241.31,1.0,9.69,29.9,1110,09/30/23
root='Ride',460.30185200000005,Ride,2023-10-06 00:14:56+00:00,368.7,North Lake Washington,44101.1,6.8,"(47.66398818232119, -122.3064273968339)",Seattle,Washington,US,6.85,2.419291416,9.269291416,241.31,1.0,9.27,27.4,1210,10/06/23
root='Ride',459.97376799999995,Ride,2025-07-29 00:05:40+00:00,387.0,North Lake Washington,51006.9,3.4,"(47.654724, -122.34255)",Seattle,Washington,US,7.92,2.53937016,10.459370159999999,235.56,1.0,10.46,31.69,1270,07/29/25
root='Ride',354.002636,Ride,2024-05-07 17:47:13+00:00,287.0,Discovery Park,26202.7,4.0,"(47.6638632081449, -122.30654013343155)",Seattle,Washington,US,4.07,1.8832021600000002,5.95320216,183.56,1.0,5.95,16.28,942,05/07/24
root='Ride',353.674552,Ride,2025-04-17 20:18:07+00:00,278.3,Discovery Park,27401.3,3.6,"(47.664058, -122.306588)",Seattle,Washington,US,4.26,1.826115544,6.086115544,182.74,1.0,6.09,17.03,913,04/17/25
root='Ride',339.895024,Ride,2024-07-19 02:54:01+00:00,266.1,Golden Gardens + Green Lake,32924.4,4.3,"(47.66387687064707, -122.30671992525458)",Seattle,Washington,US,5.11,1.7460630480000003,6.856063048000001,177.0,1.0,6.86,20.46,873,07/19/24
root='Run',316.92914399999995,Run,2025-04-16 02:29:58+00:00,45.4,Evening Run,5835.2,52.9,"(47.664052, -122.306567)",Seattle,Washington,US,3.63,0.29790027199999997,3.927900272,245.24,1.0,3.93,3.63,149,04/16/25
root='Ride',316.272976,Ride,2024-06-21 23:12:35+00:00,366.7,Alki + Fauntleroy,54064.3,3.7,"(47.66395775601268, -122.3064892552793)",Seattle,Washington,US,8.4,2.406168056,10.806168056,164.21,1.0,10.81,33.59,1203,06/21/24
root='Ride',312.66405199999997,Ride,2024-07-06 00:49:14+00:00,183.6,Golden Gardens,27197.3,4.7,"(47.66393202356994, -122.30636076070368)",Seattle,Washington,US,4.22,1.204724448,5.424724447999999,164.04,1.0,5.42,16.9,602,07/06/24
root='Ride',311.02363199999996,Ride,2024-10-13 15:23:21+00:00,1011.9,Chilly Hilly - Bainbridge Island,77737.5,1.4,"(47.66381769441068, -122.3066361900419)",Seattle,Washington,US,12.08,6.639763992000001,18.719763992,157.81,1.0,18.72,48.3,3320,10/13/24
root='Run',306.430456,Run,2024-10-16 23:50:50+00:00,76.5,Afternoon Run,7447.9,52.8,"(47.66386387869716, -122.30670106597245)",Seattle,Washington,US,4.63,0.50196852,5.13196852,239.83,1.0,5.13,4.63,251,10/16/24
root='Ride',303.80578399999996,Ride,2024-04-02 16:34:41+00:00,187.9,Golden Gardens,29318.4,4.5,"(47.66403688117862, -122.30673895217478)",Seattle,Washington,US,4.55,1.232939672,5.7829396719999995,159.28,1.0,5.78,18.22,616,04/02/24
root='Ride',302.493448,Ride,2024-05-16 21:26:03+00:00,188.0,Golden Gardens,27915.3,4.7,"(47.66380310989916, -122.30672369711101)",Seattle,Washington,US,4.34,1.23359584,5.573595839999999,158.96,1.0,5.57,17.35,617,05/16/24
root='Run',289.370088,TrailRun,2025-07-27 17:59:21+00:00,178.2,American Camp — SJI,9908.9,4.0,"(48.465513, -122.969289)",Friday Harbor,Washington,US,6.16,1.1692913759999999,7.3292913760000005,151.25,1.0,7.33,6.16,585,07/27/25
root='Ride',275.59056,Ride,2025-07-26 20:36:31+00:00,656.0,South San Juan Island,51346.8,3.6,"(48.465507, -122.969333)",Friday Harbor,Washington,US,7.98,4.30446208,12.28446208,143.7,1.0,12.28,31.91,2152,07/26/25
root='Hike',270.013132,Hike,2024-06-30 16:23:48+00:00,231.5,Strawberry Point - Day 2,9280.3,2.6,"(47.84630614332855, -124.54999599605799)",Forks,Washington,US,4.32,1.51902892,5.8390289200000005,139.27,1.0,5.84,5.77,760,06/30/24
root='Hike',269.02888,Hike,2024-06-29 16:40:52+00:00,152.3,Strawberry Point - Day 1,9723.8,2.6,"(47.89022672921419, -124.5987206697464)",Forks,Washington,US,4.53,0.9993438640000001,5.529343864,138.78,1.0,5.53,6.04,500,06/29/24
root='Run',268.700796,Run,2025-04-11 01:04:34+00:00,54.0,Evening Run,9872.0,50.5,"(47.663947, -122.306653)",Seattle,Washington,US,6.13,0.35433072,6.48433072,217.19,1.0,6.48,6.13,177,04/11/25
root='Run',264.76378800000003,Run,2024-06-28 03:24:17+00:00,84.2,Evening Run,5092.8,25.0,"(47.6638235617429, -122.30671523138881)",Seattle,Washington,US,3.16,0.552493456,3.7124934560000002,173.39,1.0,3.71,3.16,276,06/28/24
root='Ride',253.93701600000003,Ride,2023-11-22 17:40:37+00:00,31.6,Commute,4775.0,11.2,"(47.66389388591051, -122.3063494451344)",Seattle,Washington,US,0.74,0.207349088,0.947349088,145.34,1.0,0.95,2.97,104,11/22/23
root='Ride',253.93701600000003,Ride,2023-11-13 17:36:56+00:00,31.4,Commute,4777.3,11.2,"(47.663849126547575, -122.30667659081519)",Seattle,Washington,US,0.74,0.206036752,0.9460367519999999,145.34,1.0,0.95,2.97,103,11/13/23
root='Ride',253.60893199999998,Ride,2023-10-13 16:10:09+00:00,31.7,Commute,4927.7,11.2,"(47.66388097777963, -122.30656703934073)",Seattle,Washington,US,0.77,0.208005256,0.978005256,145.18,1.0,0.98,3.06,104,10/13/23
root='Ride',253.60893199999998,Ride,2023-10-30 16:23:23+00:00,31.2,Commute,4782.2,11.2,"(47.66382607631385, -122.30670165270567)",Seattle,Washington,US,0.74,0.204724416,0.944724416,145.18,1.0,0.94,2.97,102,10/30/23
root='Ride',253.60893199999998,Ride,2023-12-01 22:54:14+00:00,79.0,Commute,4566.4,11.2,"(47.6318733394146, -122.32633802108467)",Seattle,Washington,US,0.71,0.51837272,1.2283727199999999,145.18,1.0,1.23,2.84,259,12/01/23
root='Ride',253.60893199999998,Ride,2023-10-20 16:26:23+00:00,31.3,Commute,4784.8,11.2,"(47.66382607631385, -122.30670165270567)",Seattle,Washington,US,0.74,0.205380584,0.945380584,145.18,1.0,0.95,2.97,103,10/20/23
root='Ride',253.60893199999998,Ride,2023-10-23 16:22:23+00:00,27.7,Commute,4631.4,11.2,"(47.66390503384173, -122.30633393861353)",Seattle,Washington,US,0.72,0.181758536,0.901758536,145.18,1.0,0.9,2.88,91,10/23/23
root='Ride',253.60893199999998,Ride,2023-11-17 17:48:52+00:00,31.7,Commute,4792.8,11.2,"(47.66393965110183, -122.30653887614608)",Seattle,Washington,US,0.74,0.208005256,0.948005256,145.18,1.0,0.95,2.98,104,11/17/23
root='Ride',253.60893199999998,Ride,2023-10-25 16:03:21+00:00,31.4,Commute,4736.4,11.2,"(47.66382607631385, -122.30670165270567)",Seattle,Washington,US,0.74,0.206036752,0.9460367519999999,145.18,1.0,0.95,2.94,103,10/25/23
root='Ride',253.60893199999998,Ride,2023-11-01 16:29:44+00:00,27.7,Commute,4612.0,11.2,"(47.66389246098697, -122.30653057806194)",Seattle,Washington,US,0.72,0.181758536,0.901758536,145.18,1.0,0.9,2.87,91,11/01/23
root='Ride',253.60893199999998,Ride,2023-11-15 17:34:43+00:00,31.5,Commute,4782.2,11.2,"(47.663849126547575, -122.30667659081519)",Seattle,Washington,US,0.74,0.20669292,0.94669292,145.18,1.0,0.95,2.97,103,11/15/23
root='Ride',253.60893199999998,Ride,2023-11-08 18:50:31+00:00,31.6,Commute,4793.9,11.2,"(47.66382993198931, -122.30669897049665)",Seattle,Washington,US,0.74,0.207349088,0.947349088,145.18,1.0,0.95,2.98,104,11/08/23
root='Ride',253.60893199999998,Ride,2023-10-11 15:41:50+00:00,12.2,Commute,1490.5,32.0,"(47.66400779597461, -122.30661842040718)",Seattle,Washington,US,0.23,0.08005249599999999,0.310052496,179.3,1.0,0.31,0.93,40,10/11/23
root='Ride',253.60893199999998,Ride,2023-11-20 17:26:03+00:00,31.2,Commute,4776.5,11.2,"(47.663850132375956, -122.30667633935809)",Seattle,Washington,US,0.74,0.204724416,0.944724416,145.18,1.0,0.94,2.97,102,11/20/23
root='Ride',253.60893199999998,Ride,2023-10-16 15:30:41+00:00,30.5,Commute,4838.6,11.2,"(47.66382607631385, -122.30670165270567)",Seattle,Washington,US,0.75,0.20013124,0.9501312399999999,145.18,1.0,0.95,3.01,100,10/16/23
root='Ride',253.60893199999998,Ride,2023-11-12 19:12:00+00:00,19.5,Commute,4556.8,9.3,"(47.663937136530876, -122.3065357748419)",Seattle,Washington,US,0.71,0.12795276,0.83795276,142.06,1.0,0.84,2.83,64,11/12/23
root='Ride',253.60893199999998,Ride,2023-10-18 16:10:31+00:00,31.7,Commute,4765.4,11.2,"(47.66392758116126, -122.30646486394107)",Seattle,Washington,US,0.74,0.208005256,0.948005256,145.18,1.0,0.95,2.96,104,10/18/23
root='Ride',253.60893199999998,Ride,2023-11-27 17:28:25+00:00,31.6,Commute,4912.7,11.2,"(47.66386806964874, -122.3066520318389)",Seattle,Washington,US,0.76,0.207349088,0.967349088,145.18,1.0,0.97,3.05,104,11/27/23
root='Ride',253.60893199999998,Ride,2023-10-27 16:20:30+00:00,31.4,Commute,4766.8,11.2,"(47.66393160447478, -122.30633184313774)",Seattle,Washington,US,0.74,0.206036752,0.9460367519999999,145.18,1.0,0.95,2.96,103,10/27/23
root='Ride',253.28084800000002,Ride,2023-11-29 22:55:05+00:00,79.0,Commute,4549.1,11.2,"(47.63188038021326, -122.32651521451771)",Seattle,Washington,US,0.71,0.51837272,1.2283727199999999,145.01,1.0,1.23,2.83,259,11/29/23
root='Ride',252.95276399999997,Ride,2023-12-11 22:25:10+00:00,79.0,Commute,4536.1,11.2,"(47.63184467330575, -122.32645427808166)",Seattle,Washington,US,0.7,0.51837272,1.21837272,144.85,1.0,1.22,2.82,259,12/11/23
root='Ride',252.95276399999997,Ride,2023-11-08 23:56:37+00:00,78.8,Commute,4571.8,11.2,"(47.6320527959615, -122.32638822868466)",Seattle,Washington,US,0.71,0.517060384,1.227060384,144.85,1.0,1.23,2.84,259,11/08/23
root='Ride',252.95276399999997,Ride,2024-01-10 17:19:10+00:00,31.0,Commute,4958.1,11.2,"(47.66389715485275, -122.30669553391635)",Seattle,Washington,US,0.77,0.20341208,0.97341208,144.85,1.0,0.97,3.08,102,01/10/24
root='Ride',252.95276399999997,Ride,2023-11-13 22:59:31+00:00,78.8,Commute,4604.9,11.2,"(47.63168499805033, -122.32675175182521)",Seattle,Washington,US,0.72,0.517060384,1.2370603839999998,144.85,1.0,1.24,2.86,259,11/13/23
root='Ride',252.95276399999997,Ride,2023-11-01 22:03:17+00:00,78.7,Commute,4568.7,11.2,"(47.631809720769525, -122.3264900688082)",Seattle,Washington,US,0.71,0.5164042160000001,1.2264042160000002,144.85,1.0,1.23,2.84,258,11/01/23
